HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.lesson_plan_title,Input.lesson_plan_key_concepts,Input.url,Answer.category.label,Approve,Reject
3GV1I4SEPCXPX2RW3JE6JJV5G826LR,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,3I0BTBYZA1TH69AAACSHT9JY895Y0N,A3DZGDF9HCTAOB,Submitted,Sun Sep 29 17:18:45 PDT 2019,Sun Sep 29 17:18:51 PDT 2019,Wed Oct 02 17:18:51 PDT 2019,,,,6,0% (0/0),0% (0/0),0% (0/0),Memory Management,"Memory Management,Virtual Memory,Dynamic Memory Allocation",https://en.wikipedia.org/wiki/C_dynamic_memory_allocation,Explains key-concept(s),,
3GV1I4SEPCXPX2RW3JE6JJV5G826LR,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,3R08VXYT7G3RZFFUGAV2NR855F3W7E,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 16:25:02 PDT 2019,Sun Sep 29 16:26:41 PDT 2019,Wed Oct 02 16:26:41 PDT 2019,,,,99,0% (0/0),0% (0/0),0% (0/0),Memory Management,"Memory Management,Virtual Memory,Dynamic Memory Allocation",https://en.wikipedia.org/wiki/C_dynamic_memory_allocation,Explains key-concept(s),,
3HUR21WDEXXMGGIRNLCMD4ALMR4YX4,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,374TNBHA8F35U2F9RAMW8FAGLD1YQJ,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 17:02:07 PDT 2019,Sun Sep 29 17:02:42 PDT 2019,Wed Oct 02 17:02:42 PDT 2019,,,,35,0% (0/0),0% (0/0),0% (0/0),Logistic Regression,Logistic Regression,https://stats.idre.ucla.edu/stata/dae/logistic-regression/,Applications of key-concept(s),,
3HUR21WDEXXMGGIRNLCMD4ALMR4YX4,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,3S96KQ6I9QCFO7CACITD0ZB2NWUTDK,A3DZGDF9HCTAOB,Submitted,Sun Sep 29 17:01:28 PDT 2019,Sun Sep 29 17:02:51 PDT 2019,Wed Oct 02 17:02:51 PDT 2019,,,,83,0% (0/0),0% (0/0),0% (0/0),Logistic Regression,Logistic Regression,https://stats.idre.ucla.edu/stata/dae/logistic-regression/,Applications of key-concept(s),,
3HY86PZXQ1QGKAG7GRFLBSE4Z0L1E1,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,3GNA64GUZIC7SE5PG8HZXICNQ8Z5QC,A3DZGDF9HCTAOB,Submitted,Sun Sep 29 17:13:46 PDT 2019,Sun Sep 29 17:14:05 PDT 2019,Wed Oct 02 17:14:05 PDT 2019,,,,19,0% (0/0),0% (0/0),0% (0/0),Memory Management,"Memory Management,Virtual Memory,Dynamic Memory Allocation",https://stackoverflow.com/a/14070788,Summary of key-concept(s),,
3HY86PZXQ1QGKAG7GRFLBSE4Z0L1E1,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,3XC1O3LBOWUYMJ02PZR1JCJ7W5YTL2,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 17:16:33 PDT 2019,Sun Sep 29 17:16:55 PDT 2019,Wed Oct 02 17:16:55 PDT 2019,,,,22,0% (0/0),0% (0/0),0% (0/0),Memory Management,"Memory Management,Virtual Memory,Dynamic Memory Allocation",https://stackoverflow.com/a/14070788,Related to key-concept(s),,
3K3IX1W4T9ZGBPIXLOOPG56BH1SPAX,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,39ASUFLU61FRXUZUDN5UVKET04IXEZ,AJ60KRY0FTB1F,Submitted,Sun Sep 29 16:57:27 PDT 2019,Sun Sep 29 16:58:29 PDT 2019,Wed Oct 02 16:58:29 PDT 2019,,,,62,0% (0/0),0% (0/0),0% (0/0),Memory Management,"Memory Management,Virtual Memory,Dynamic Memory Allocation",http://faculty.salina.k-state.edu/tim/ossg/index.html,Schedule for the lesson plan,,
3K3IX1W4T9ZGBPIXLOOPG56BH1SPAX,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,3C8HJ7UOPB2EEDRMV3HY5DZDH6BMZE,A3DZGDF9HCTAOB,Submitted,Sun Sep 29 17:23:39 PDT 2019,Sun Sep 29 17:23:48 PDT 2019,Wed Oct 02 17:23:48 PDT 2019,,,,9,0% (0/0),0% (0/0),0% (0/0),Memory Management,"Memory Management,Virtual Memory,Dynamic Memory Allocation",http://faculty.salina.k-state.edu/tim/ossg/index.html,Schedule for the lesson plan,,
3KA7IJSNX9DLUZNPR2OLBGQHZJDPBS,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,3K9FOBBF2LR0R6VIS35PADDF7N7NLQ,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 16:38:52 PDT 2019,Sun Sep 29 16:39:33 PDT 2019,Wed Oct 02 16:39:33 PDT 2019,,,,41,0% (0/0),0% (0/0),0% (0/0),Memory Management,"Memory Management,Virtual Memory,Dynamic Memory Allocation",http://jcsites.juniata.edu/faculty/rhodes/os/ch8a.htm,Explains key-concept(s),,
3KA7IJSNX9DLUZNPR2OLBGQHZJDPBS,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,3LRLIPTPEUHINHJBYZOJ97G0JGAAKX,A3DZGDF9HCTAOB,Submitted,Sun Sep 29 17:27:10 PDT 2019,Sun Sep 29 17:27:17 PDT 2019,Wed Oct 02 17:27:17 PDT 2019,,,,7,0% (0/0),0% (0/0),0% (0/0),Memory Management,"Memory Management,Virtual Memory,Dynamic Memory Allocation",http://jcsites.juniata.edu/faculty/rhodes/os/ch8a.htm,Summary of key-concept(s),,
3LB1BGHFM54FZZ97IBBPO1PF9VGYTL,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:48 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:48 PDT 2019,,,3GM6G9ZBKR5IS1INPBSGJPYWWAHMTQ,AKSJ3C5O3V9RB,Submitted,Sun Sep 29 16:27:17 PDT 2019,Sun Sep 29 16:28:15 PDT 2019,Wed Oct 02 16:28:15 PDT 2019,,,,58,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://en.wikipedia.org/wiki/Breadth-first_search,Summary of key-concept(s),,
3LB1BGHFM54FZZ97IBBPO1PF9VGYTL,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:48 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:48 PDT 2019,,,3LOTDFNYAB74E8U0YTTEBJLM33TWFP,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 17:08:54 PDT 2019,Sun Sep 29 17:09:50 PDT 2019,Wed Oct 02 17:09:50 PDT 2019,,,,56,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://en.wikipedia.org/wiki/Breadth-first_search,Explains key-concept(s),,
3MQKOF1EF5W4T5IAHKTMY0MDV1SWD1,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,37ZHEEHM60UU8HD66QK0IUX87M873I,A1PUHCEBSOWETV,Submitted,Sun Sep 29 16:20:19 PDT 2019,Sun Sep 29 16:20:46 PDT 2019,Wed Oct 02 16:20:46 PDT 2019,,,,27,0% (0/0),0% (0/0),0% (0/0),Logistic Regression,Logistic Regression,https://onlinecourses.science.psu.edu/stat504/node/217,Applications of key-concept(s),,
3MQKOF1EF5W4T5IAHKTMY0MDV1SWD1,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,3MMN5BL1W3CDTKKTAWMP1CUY2B43MQ,A1P3Z24Y6GRNVA,Submitted,Sun Sep 29 16:24:13 PDT 2019,Sun Sep 29 16:24:56 PDT 2019,Wed Oct 02 16:24:56 PDT 2019,,,,43,0% (0/0),0% (0/0),0% (0/0),Logistic Regression,Logistic Regression,https://onlinecourses.science.psu.edu/stat504/node/217,Applications of key-concept(s),,
3O0M2G5VD9AGHDM9VYI1HCKWKNF94C,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,38F5OAUN5RK92PK5LB92MOYIQRZ7HY,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 17:18:55 PDT 2019,Sun Sep 29 17:20:13 PDT 2019,Wed Oct 02 17:20:13 PDT 2019,,,,78,0% (0/0),0% (0/0),0% (0/0),Clustering,"Clustering,Mixture Models,Spectral Clustering",https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-00sc-introduction-to-computer-science-and-programming-spring-2011/unit-3/lecture-20-more-clustering/,Schedule for the lesson plan,,
3O0M2G5VD9AGHDM9VYI1HCKWKNF94C,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3ZPPDN2SLZ41WYHWA7ZGFHSBT1V9EW,A3DZGDF9HCTAOB,Submitted,Sun Sep 29 17:17:38 PDT 2019,Sun Sep 29 17:17:44 PDT 2019,Wed Oct 02 17:17:44 PDT 2019,,,,6,0% (0/0),0% (0/0),0% (0/0),Clustering,"Clustering,Mixture Models,Spectral Clustering",https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-00sc-introduction-to-computer-science-and-programming-spring-2011/unit-3/lecture-20-more-clustering/,Schedule for the lesson plan,,
3OJX0UFJ12FFYBGOA49JUGIQJ02U9J,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,34J10VATJJ6J4204NS0TMRGSVU8IQ2,A1GKEEI844CEKI,Submitted,Sun Sep 29 17:35:55 PDT 2019,Sun Sep 29 17:36:49 PDT 2019,Wed Oct 02 17:36:49 PDT 2019,,,,54,0% (0/0),0% (0/0),0% (0/0),Greedy Algorithms,"Greedy algorithms,activity selection problems",https://www.hackerearth.com/practice/algorithms/greedy/basics-of-greedy-algorithms/,Applications of key-concept(s),,
3OJX0UFJ12FFYBGOA49JUGIQJ02U9J,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,39K0FND3ALNDD5JEJB1ZOK848L6MAF,A3DZGDF9HCTAOB,Submitted,Sun Sep 29 17:38:22 PDT 2019,Sun Sep 29 17:39:07 PDT 2019,Wed Oct 02 17:39:07 PDT 2019,,,,45,0% (0/0),0% (0/0),0% (0/0),Greedy Algorithms,"Greedy algorithms,activity selection problems",https://www.hackerearth.com/practice/algorithms/greedy/basics-of-greedy-algorithms/,Applications of key-concept(s),,
3PA41K45WQCYSNKZELC56E4LGTMP76,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3X66WABAJ0QD1AO7ZTOUO7A16P1G34,A3DZGDF9HCTAOB,Submitted,Sun Sep 29 17:28:59 PDT 2019,Sun Sep 29 17:29:06 PDT 2019,Wed Oct 02 17:29:06 PDT 2019,,,,7,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://algs4.cs.princeton.edu/41graph,Explains key-concept(s),,
3PA41K45WQCYSNKZELC56E4LGTMP76,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3YOH7BII0DF2F5M99UFF5UUD4QCKV9,A1GKEEI844CEKI,Submitted,Sun Sep 29 17:35:07 PDT 2019,Sun Sep 29 17:35:54 PDT 2019,Wed Oct 02 17:35:54 PDT 2019,,,,47,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://algs4.cs.princeton.edu/41graph,Applications of key-concept(s),,
3PMR2DOWPR9XGQKXS85K5WFUYRW45G,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,3AZHRG4CU8SGQ6DMLRZR3FNLZ8A03J,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 17:13:23 PDT 2019,Sun Sep 29 17:13:59 PDT 2019,Wed Oct 02 17:13:59 PDT 2019,,,,36,0% (0/0),0% (0/0),0% (0/0),Logistic Regression,Logistic Regression,https://www.medcalc.org/manual/logistic_regression.php,Applications of key-concept(s),,
3PMR2DOWPR9XGQKXS85K5WFUYRW45G,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,3OCHAWUVGSSUJUR499GXTFRYK1KKXC,A3DZGDF9HCTAOB,Submitted,Sun Sep 29 17:35:19 PDT 2019,Sun Sep 29 17:35:24 PDT 2019,Wed Oct 02 17:35:24 PDT 2019,,,,5,0% (0/0),0% (0/0),0% (0/0),Logistic Regression,Logistic Regression,https://www.medcalc.org/manual/logistic_regression.php,Applications of key-concept(s),,
3QGHA0EA1M8BE8KQ3O2G3AYDSGGWBU,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3AZHRG4CU8SGQ6DMLRZR3FNLZ8430G,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 16:31:57 PDT 2019,Sun Sep 29 16:32:48 PDT 2019,Wed Oct 02 16:32:48 PDT 2019,,,,51,0% (0/0),0% (0/0),0% (0/0),Clustering,"Clustering,Mixture Models,Spectral Clustering",https://msdn.microsoft.com/en-us/library/azure/dn905944.aspx,Explains key-concept(s),,
3QGHA0EA1M8BE8KQ3O2G3AYDSGGWBU,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3K9FOBBF2LR0R6VIS35PADDF7N9NLS,AJ60KRY0FTB1F,Submitted,Sun Sep 29 16:51:54 PDT 2019,Sun Sep 29 16:53:06 PDT 2019,Wed Oct 02 16:53:06 PDT 2019,,,,72,0% (0/0),0% (0/0),0% (0/0),Clustering,"Clustering,Mixture Models,Spectral Clustering",https://msdn.microsoft.com/en-us/library/azure/dn905944.aspx,Related to key-concept(s),,
3R0WOCG22PHR11T5MKELGC1GALHUD0,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,3L4PIM1GQXO563U94PBWD5KLHZ5YRM,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 17:16:56 PDT 2019,Sun Sep 29 17:17:53 PDT 2019,Wed Oct 02 17:17:53 PDT 2019,,,,57,0% (0/0),0% (0/0),0% (0/0),Logistic Regression,Logistic Regression,https://docs.microsoft.com/en-us/sql/analysis-services/data-mining/microsoft-logistic-regression-algorithm-technical-reference,Applications of key-concept(s),,
3R0WOCG22PHR11T5MKELGC1GALHUD0,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,3S06PH7KSVCEFN01AZ93UTS7VDYD1Q,AKSJ3C5O3V9RB,Submitted,Sun Sep 29 16:27:05 PDT 2019,Sun Sep 29 16:27:17 PDT 2019,Wed Oct 02 16:27:17 PDT 2019,,,,12,0% (0/0),0% (0/0),0% (0/0),Logistic Regression,Logistic Regression,https://docs.microsoft.com/en-us/sql/analysis-services/data-mining/microsoft-logistic-regression-algorithm-technical-reference,Applications of key-concept(s),,
3R6RZGK0YIKUCRDWN6B4PJD06GWYV1,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,36TFCYNS48I3H4QW3OD0GNB6SK5XHA,AKSJ3C5O3V9RB,Submitted,Sun Sep 29 16:23:06 PDT 2019,Sun Sep 29 16:24:40 PDT 2019,Wed Oct 02 16:24:40 PDT 2019,,,,94,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",http://www.bogotobogo.com/Algorithms/algorithms.php,Explains key-concept(s),,
3R6RZGK0YIKUCRDWN6B4PJD06GWYV1,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,37C0GNLMHJB9M91YG5LKPPJO3OH6DK,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 16:40:56 PDT 2019,Sun Sep 29 16:41:43 PDT 2019,Wed Oct 02 16:41:43 PDT 2019,,,,47,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",http://www.bogotobogo.com/Algorithms/algorithms.php,Applications of key-concept(s),,
3RWB1RTQEMV2S1PIOQ4BKE0GRDSP8T,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3GNA64GUZIC7SE5PG8HZXICNQ80Q5Y,A3DZGDF9HCTAOB,Submitted,Sun Sep 29 17:21:18 PDT 2019,Sun Sep 29 17:22:18 PDT 2019,Wed Oct 02 17:22:18 PDT 2019,,,,60,0% (0/0),0% (0/0),0% (0/0),Greedy Algorithms,"Greedy algorithms,activity selection problems",https://en.wikipedia.org/wiki/Exchange_algorithm,Summary of key-concept(s),,
3RWB1RTQEMV2S1PIOQ4BKE0GRDSP8T,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3RKNTXVS3Q6X9FU8D7132QR4MUDA40,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 16:37:48 PDT 2019,Sun Sep 29 16:38:52 PDT 2019,Wed Oct 02 16:38:52 PDT 2019,,,,64,0% (0/0),0% (0/0),0% (0/0),Greedy Algorithms,"Greedy algorithms,activity selection problems",https://en.wikipedia.org/wiki/Exchange_algorithm,Explains key-concept(s),,
3RZS0FBRXNI444FV52KGM0WZH4DPCZ,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,36WLNQG783IKKRWT8RDC6NN1H1SBE2,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 16:39:34 PDT 2019,Sun Sep 29 16:40:17 PDT 2019,Wed Oct 02 16:40:17 PDT 2019,,,,43,0% (0/0),0% (0/0),0% (0/0),Memory Management,"Memory Management,Virtual Memory,Dynamic Memory Allocation",https://www.cs.uic.edu/~jbell/CourseNotes/OperatingSystems/9_VirtualMemory.html,Applications of key-concept(s),,
3RZS0FBRXNI444FV52KGM0WZH4DPCZ,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,3R8YZBNQ9LQMFIJ841WWV2QJHET7QS,A2WGW5Y3ZFBDEC,Submitted,Sun Sep 29 17:04:41 PDT 2019,Sun Sep 29 17:06:22 PDT 2019,Wed Oct 02 17:06:22 PDT 2019,,,,101,0% (0/0),0% (0/0),0% (0/0),Memory Management,"Memory Management,Virtual Memory,Dynamic Memory Allocation",https://www.cs.uic.edu/~jbell/CourseNotes/OperatingSystems/9_VirtualMemory.html,Explains key-concept(s),,
3TTPFEFXDWSNB686CYZ8RR2YZRT6HK,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3ND9UOO81OAQE04WK4WC6WQ60ZHWLW,A3DZGDF9HCTAOB,Submitted,Sun Sep 29 17:24:21 PDT 2019,Sun Sep 29 17:24:26 PDT 2019,Wed Oct 02 17:24:26 PDT 2019,,,,5,0% (0/0),0% (0/0),0% (0/0),Greedy Algorithms,"Greedy algorithms,activity selection problems",https://en.wikipedia.org/wiki/Optimal_substructure,Summary of key-concept(s),,
3TTPFEFXDWSNB686CYZ8RR2YZRT6HK,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3S3AMIZX3YDY2QAZQWYNBPBYZAVDCM,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 17:07:30 PDT 2019,Sun Sep 29 17:08:53 PDT 2019,Wed Oct 02 17:08:53 PDT 2019,,,,83,0% (0/0),0% (0/0),0% (0/0),Greedy Algorithms,"Greedy algorithms,activity selection problems",https://en.wikipedia.org/wiki/Optimal_substructure,Explains key-concept(s),,
